ID_REDE;1_REDE_DE_ENSINO;V00_Total de escolas por rede;V01_Escolas sem instalações elétricas;V02_Escolas com instalações elétricas;V03_1. Acesso adequado - fibra;V04_2. Acesso inadequado - menos de 20 km;V05_3. Acesso inadequado - mais de 20 km;V06_4. Acesso inadequado - localização imprecisa;V07_Escolas acima de 1Mbps;V08_Escolas abaixo de 1Mbps;V09_Escolas com medidor;V10_Escolas sem medidor
Municipal - 3203809;Municipal - Muqui;10;0;10;8;2;0;0;3;7;7;3
Municipal - 2911709;Municipal - Guanambi;34;0;34;34;0;0;0;7;27;28;6
Municipal - 2313203;Municipal - Tamboril;33;0;33;15;13;0;5;0;33;10;23
Municipal - 2912202;Municipal - Ibicoara;11;0;11;10;1;0;0;1;10;8;3
Municipal - 2913457;Municipal - Igrapiúna;39;0;39;10;29;0;0;0;39;2;37
Municipal - 3137601;Municipal - Lagoa Santa;24;0;24;23;1;0;0;3;21;6;18
Municipal - 5207501;Municipal - Estrela do Norte;3;0;3;3;0;0;0;0;3;0;3
Municipal - 5107941;Municipal - Tabaporã;6;0;6;6;0;0;0;2;4;5;1
Municipal - 2914000;Municipal - Ipirá;54;0;54;35;14;0;5;1;53;8;46
Municipal - 5105580;Municipal - Marcelândia;7;0;7;6;0;1;0;1;6;5;2
Municipal - 2914109;Municipal - Ipupiara;27;0;27;6;20;1;0;1;26;4;23
Municipal - 3126703;Municipal - Francisco Sá;15;0;15;5;4;6;0;0;15;0;15
Municipal - 2915205;Municipal - Itagibá;19;0;19;9;10;0;0;0;19;5;14
Municipal - 2605004;Municipal - Cupira;21;0;21;10;11;0;0;0;21;0;21
Municipal - 2611705;Municipal - Riacho das Almas;24;0;24;9;15;0;0;0;24;3;21
Municipal - 4118501;Municipal - Pato Branco;42;0;42;39;3;0;0;11;31;22;20
Municipal - 2602803;Municipal - Buíque;32;0;32;5;27;0;0;0;32;0;32
Municipal - 5218805;Municipal - Rio Verde;70;0;70;65;4;1;0;16;54;51;19
Municipal - 2916203;Municipal - Itapé;12;0;12;6;6;0;0;0;12;1;11
Municipal - 4312658;Municipal - Não-Me-Toque;11;0;11;10;1;0;0;1;10;1;10
Municipal - 2916856;Municipal - Itatim;23;0;23;13;10;0;0;1;22;5;18
Municipal - 4306502;Municipal - Dom Feliciano;7;0;7;4;3;0;0;0;7;2;5
Municipal - 2917102;Municipal - Itororó;23;0;23;18;5;0;0;1;22;6;17
Municipal - 2917300;Municipal - Ituberá;34;0;34;26;8;0;0;0;34;15;19
Municipal - 4306767;Municipal - Eldorado do Sul;18;0;18;17;1;0;0;3;15;9;9
Municipal - 2917334;Municipal - Iuiu;16;0;16;7;9;0;0;1;15;7;9
Municipal - 4205506;Municipal - Fraiburgo;27;0;27;26;1;0;0;3;24;24;3
Municipal - 4311403;Municipal - Lajeado;42;0;42;42;0;0;0;19;23;30;12
Municipal - 1500305;Municipal - Afuá;91;57;34;10;29;52;0;0;91;3;88
Municipal - 3547809;Municipal - Santo André;118;0;118;111;1;0;6;6;112;62;56
Municipal - 2306306;Municipal - Itapajé;36;0;36;21;14;0;1;4;32;17;19
Municipal - 2918209;Municipal - Jiquiriçá;23;0;23;19;4;0;0;0;23;2;21
Municipal - 3536703;Municipal - Pederneiras;24;0;24;21;3;0;0;1;23;12;12
Municipal - 2918407;Municipal - Juazeiro;135;0;135;81;31;5;18;3;132;13;122
Municipal - 4303905;Municipal - Campo Bom;43;0;43;43;0;0;0;8;35;36;7
Municipal - 3508801;Municipal - Cafelândia;8;0;8;7;1;0;0;1;7;1;7
Municipal - 3507506;Municipal - Botucatu;52;0;52;49;3;0;0;1;51;8;44
Municipal - 4320206;Municipal - Seberi;5;0;5;5;0;0;0;0;5;2;3
Municipal - 3512209;Municipal - Conchal;20;0;20;19;1;0;0;0;20;0;20
Municipal - 3511508;Municipal - Cerquilho;25;0;25;25;0;0;0;0;25;0;25
Municipal - 2919504;Municipal - Livramento de Nossa Senhora;27;0;27;17;7;2;1;1;26;6;21
Municipal - 2919603;Municipal - Macajuba;9;0;9;5;4;0;0;0;9;2;7
Municipal - 2919801;Municipal - Macaúbas;62;0;62;26;26;6;4;6;56;24;38
Municipal - 3554805;Municipal - Tremembé;18;0;18;17;1;0;0;2;16;12;6
Municipal - 3506102;Municipal - Bebedouro;30;0;30;28;2;0;0;16;14;22;8
Municipal - 2309706;Municipal - Pacatuba;34;0;34;33;1;0;0;8;26;30;4
Municipal - 2805109;Municipal - Pedrinhas;6;0;6;5;1;0;0;0;6;0;6
Municipal - 4211702;Municipal - Orleans;14;0;14;10;4;0;0;1;13;1;13
Municipal - 2802106;Municipal - Estância;40;0;40;32;8;0;0;5;35;10;30
Municipal - 4205902;Municipal - Gaspar;32;0;32;31;1;0;0;7;25;21;11
Municipal - 2921450;Municipal - Mirante;15;0;15;4;11;0;0;0;15;3;12
Municipal - 2804003;Municipal - Maruim;10;0;10;8;2;0;0;0;10;1;9
Municipal - 4308904;Municipal - Getúlio Vargas;6;0;6;6;0;0;0;4;2;5;1
Municipal - 2806701;Municipal - São Cristóvão;29;0;29;22;7;0;0;4;25;17;12
Municipal - 2922052;Municipal - Mulungu do Morro;14;0;14;12;2;0;0;0;14;1;13
Municipal - 2922508;Municipal - Nazaré;36;0;36;21;15;0;0;0;36;0;36
Municipal - 3526001;Municipal - Junqueirópolis;8;0;8;8;0;0;0;0;8;0;8
Municipal - 2612471;Municipal - Santa Cruz da Baixa Verde;8;0;8;1;7;0;0;0;8;1;7
Municipal - 2708303;Municipal - São José da Laje;25;0;25;10;15;0;0;0;25;2;23
Municipal - 3543709;Municipal - Rincão;6;0;6;6;0;0;0;2;4;3;3
Municipal - 3513108;Municipal - Cravinhos;14;0;14;14;0;0;0;0;14;0;14
Municipal - 3526407;Municipal - Laranjal Paulista;15;0;15;14;1;0;0;3;12;11;4
Municipal - 2929800;Municipal - Saúde;12;0;12;6;6;0;0;0;12;0;12
Municipal - 2925006;Municipal - Planalto;25;0;25;18;7;0;0;1;24;12;13
Municipal - 2802908;Municipal - Itabaiana;55;0;55;23;32;0;0;2;53;10;45
Municipal - 2925402;Municipal - Potiraguá;15;0;15;8;7;0;0;0;15;4;11
Municipal - 3532801;Municipal - Nova Aliança;5;0;5;3;2;0;0;0;5;1;4
Municipal - 2928802;Municipal - Santo Estêvão;35;0;35;30;5;0;0;3;32;25;10
Municipal - 3119401;Municipal - Coronel Fabriciano;25;0;25;25;0;0;0;6;19;7;18
Municipal - 3535309;Municipal - Palmital;11;0;11;11;0;0;0;0;11;0;11
Municipal - 2926103;Municipal - Retirolândia;12;0;12;6;6;0;0;0;12;2;10
Municipal - 2926806;Municipal - Rio do Antônio;12;0;12;6;5;0;1;0;12;2;10
Municipal - 3140704;Municipal - Mateus Leme;11;0;11;9;2;0;0;2;9;6;5
Municipal - 1506005;Municipal - Prainha;103;47;56;9;18;76;0;2;101;8;95
Municipal - 3542206;Municipal - Rancharia;22;0;22;22;0;0;0;9;13;15;7
Municipal - 2927705;Municipal - Santa Cruz Cabrália;28;0;28;22;6;0;0;6;22;16;12
Municipal - 3503703;Municipal - Ariranha;4;0;4;4;0;0;0;0;4;0;4
Municipal - 2928000;Municipal - Santaluz;34;0;34;19;15;0;0;0;34;8;26
Municipal - 3127701;Municipal - Governador Valadares;55;0;55;48;5;1;1;7;48;34;21
Municipal - 2928109;Municipal - Santa Maria da Vitória;28;0;28;22;6;0;0;5;23;15;13
Municipal - 5001243;Municipal - Aral Moreira;8;0;8;3;1;4;0;0;8;3;5
Municipal - 2928406;Municipal - Santa Rita de Cássia;44;1;43;14;10;20;0;2;42;9;35
Municipal - 3130101;Municipal - Igarapé;18;0;18;18;0;0;0;5;13;14;4
Municipal - 3203056;Municipal - Jaguaré;34;0;34;17;17;0;0;0;34;15;19
Municipal - 5208004;Municipal - Formosa;50;0;50;45;3;2;0;2;48;16;34
Municipal - 1716703;Municipal - Colméia;7;0;7;4;3;0;0;0;7;0;7
Municipal - 1714880;Municipal - Nova Olinda;9;0;9;7;1;1;0;3;6;5;4
Municipal - 5200258;Municipal - Águas Lindas de Goiás;46;0;46;45;1;0;0;9;37;35;11
Municipal - 1705508;Municipal - Colinas do Tocantins;15;0;15;14;1;0;0;5;10;8;7
Municipal - 1505304;Municipal - Oriximiná;86;54;32;29;26;31;0;5;81;25;61
Municipal - 3302601;Municipal - Mangaratiba;41;0;41;38;3;0;0;8;33;25;16
Municipal - 2930154;Municipal - Serra do Ramalho;40;0;40;28;11;1;0;2;38;12;28
Municipal - 2604908;Municipal - Cumaru;16;0;16;1;7;0;8;0;16;0;16
Municipal - 2931350;Municipal - Teixeira de Freitas;70;0;70;59;11;0;0;12;58;46;24
Municipal - 2102325;Municipal - Buriticupu;71;0;71;31;33;7;0;4;67;17;54
Municipal - 2932457;Municipal - Umburanas;10;0;10;8;1;1;0;0;10;5;5
Municipal - 5211909;Municipal - Jataí;38;0;38;34;2;2;0;9;29;34;4
Municipal - 2932705;Municipal - Uruçuca;28;1;27;13;15;0;0;0;28;4;24
Municipal - 3160306;Municipal - Santo Antônio do Jacinto;10;0;10;3;7;0;0;0;10;1;9
Municipal - 2933505;Municipal - Wenceslau Guimarães;51;0;51;28;23;0;0;0;51;3;48
Municipal - 5101407;Municipal - Aripuanã;15;1;14;12;0;3;0;6;9;12;3
Municipal - 5007935;Municipal - Sonora;8;0;8;7;1;0;0;0;8;2;6
Municipal - 2300200;Municipal - Acaraú;42;0;42;15;27;0;0;0;42;10;32
Municipal - 2300309;Municipal - Acopiara;40;0;40;26;9;1;4;1;39;23;17
Municipal - 2300606;Municipal - Altaneira;6;0;6;5;1;0;0;0;6;3;3
Municipal - 2112233;Municipal - Trizidela do Vale;21;0;21;14;7;0;0;5;16;10;11
Municipal - 5213855;Municipal - Morro Agudo de Goiás;3;0;3;3;0;0;0;0;3;1;2
Municipal - 2300754;Municipal - Amontada;65;0;65;38;26;1;0;10;55;35;30
Municipal - 5203906;Municipal - Buriti Alegre;7;0;7;7;0;0;0;1;6;4;3
Municipal - 2301000;Municipal - Aquiraz;52;0;52;48;3;0;1;14;38;44;8
Municipal - 5219704;Municipal - Santa Terezinha de Goiás;8;0;8;5;3;0;0;1;7;2;6
Municipal - 3514106;Municipal - Dois Córregos;10;0;10;10;0;0;0;5;5;7;3
Municipal - 2913408;Municipal - Igaporã;15;0;15;9;6;0;0;1;14;4;11
Municipal - 2412203;Municipal - São José de Mipibu;25;0;25;16;9;0;0;2;23;8;17
Municipal - 2301505;Municipal - Arneiroz;8;0;8;3;5;0;0;0;8;1;7
Municipal - 2301604;Municipal - Assaré;14;0;14;11;3;0;0;1;13;9;5
Municipal - 2301703;Municipal - Aurora;14;0;14;9;5;0;0;1;13;11;3
Municipal - 2302008;Municipal - Barro;20;0;20;12;8;0;0;1;19;9;11
Municipal - 2302107;Municipal - Baturité;26;0;26;13;13;0;0;0;26;8;18
Municipal - 3529401;Municipal - Mauá;44;0;44;44;0;0;0;11;33;32;12
Municipal - 3500303;Municipal - Aguaí;17;0;17;16;1;0;0;3;14;11;6
Municipal - 2302404;Municipal - Boa Viagem;67;0;67;42;7;7;11;3;64;49;18
Municipal - 3518701;Municipal - Guarujá;60;0;60;60;0;0;0;8;52;48;12
Municipal - 3109303;Municipal - Buritis;20;0;20;6;5;9;0;0;20;5;15
Municipal - 2607307;Municipal - Ipubi;38;0;38;11;25;0;2;0;38;7;31
Municipal - 3107901;Municipal - Bom Repouso;5;0;5;2;3;0;0;0;5;1;4
Municipal - 2303303;Municipal - Cariús;8;0;8;6;2;0;0;0;8;6;2
Municipal - 2303402;Municipal - Carnaubal;18;0;18;7;11;0;0;0;18;2;16
Municipal - 3305752;Municipal - Tanguá;18;0;18;18;0;0;0;6;12;14;4
Municipal - 3520004;Municipal - Igaraçu do Tietê;10;0;10;10;0;0;0;0;10;0;10
Municipal - 1500404;Municipal - Alenquer;107;41;66;19;38;50;0;2;105;17;90
Municipal - 3555604;Municipal - Uchoa;7;0;7;4;3;0;0;0;7;0;7
Municipal - 4203204;Municipal - Camboriú;30;0;30;30;0;0;0;9;21;26;4
Municipal - 2610905;Municipal - Pesqueira;46;0;46;13;23;1;9;0;46;5;41
Municipal - 2303956;Municipal - Chorozinho;21;0;21;14;6;0;1;2;19;12;9
Municipal - 2304103;Municipal - Crateús;53;0;53;46;5;0;2;5;48;44;9
Municipal - 1716109;Municipal - Paraíso do Tocantins;15;0;15;15;0;0;0;3;12;8;7
Municipal - 2305803;Municipal - Ipu;31;0;31;21;10;0;0;1;30;16;15
Municipal - 2613503;Municipal - São José do Belmonte;20;0;20;15;5;0;0;2;18;13;7
Municipal - 1711902;Municipal - Lagoa da Confusão;6;0;6;6;0;0;0;1;5;2;4
Municipal - 3135100;Municipal - Janaúba;26;0;26;19;5;2;0;2;24;14;12
Municipal - 5005400;Municipal - Maracaju;17;0;17;15;2;0;0;1;16;3;14
Municipal - 3155801;Municipal - Rio Pomba;4;0;4;4;0;0;0;0;4;1;3
Municipal - 5221700;Municipal - Uruana;5;0;5;5;0;0;0;0;5;4;1
Municipal - 1700301;Municipal - Aguiarnópolis;2;0;2;2;0;0;0;0;2;1;1
Municipal - 5106232;Municipal - Nova Olímpia;6;0;6;6;0;0;0;2;4;5;1
Municipal - 3204658;Municipal - São Domingos do Norte;18;0;18;10;8;0;0;0;18;2;16
Municipal - 3200607;Municipal - Aracruz;49;0;49;41;8;0;0;6;43;18;31
Municipal - 3203130;Municipal - João Neiva;12;0;12;9;3;0;0;3;9;8;4
Municipal - 3205176;Municipal - Vila Valério;18;0;18;8;9;0;1;1;17;4;14
Municipal - 1506195;Municipal - Rurópolis;62;0;62;13;22;26;1;2;60;8;54
Municipal - 2305357;Municipal - Icapuí;16;0;16;6;8;0;2;0;16;4;12
Municipal - 4106803;Municipal - Cruz Machado;10;0;10;7;1;2;0;0;10;2;8
Municipal - 3205069;Municipal - Venda Nova do Imigrante;13;0;13;8;5;0;0;0;13;0;13
Municipal - 2106607;Municipal - Matões;55;0;55;26;23;6;0;9;46;17;38
Municipal - 2305704;Municipal - Ipaumirim;10;0;10;7;3;0;0;0;10;4;6
Municipal - 3201407;Municipal - Castelo;21;0;21;14;7;0;0;2;19;19;2
Municipal - 2306009;Municipal - Iracema;15;0;15;10;5;0;0;4;11;6;9
Municipal - 2307007;Municipal - Jaguaruana;22;0;22;21;1;0;0;0;22;19;3
Municipal - 2307106;Municipal - Jardim;23;0;23;18;5;0;0;2;21;14;9
Municipal - 2307254;Municipal - Jijoca de Jericoacoara;19;0;19;18;1;0;0;1;18;16;3
Municipal - 3171303;Municipal - Viçosa;16;0;16;13;3;0;0;0;16;6;10
Municipal - 2308351;Municipal - Milhã;7;0;7;4;3;0;0;0;7;6;1
Municipal - 5108006;Municipal - Tapurah;6;0;6;6;0;0;0;0;6;5;1
Municipal - 2308377;Municipal - Miraíma;11;0;11;6;5;0;0;0;11;2;9
Municipal - 2308500;Municipal - Mombaça;39;0;39;15;16;6;2;0;39;0;39
Municipal - 2308609;Municipal - Monsenhor Tabosa;19;0;19;6;9;4;0;0;19;1;18
Municipal - 5200134;Municipal - Acreúna;9;0;9;9;0;0;0;2;7;6;3
Municipal - 2309003;Municipal - Mucambo;11;0;11;6;5;0;0;0;11;2;9
Municipal - 2309458;Municipal - Ocara;19;0;19;7;12;0;0;0;19;3;16
Municipal - 2309508;Municipal - Orós;16;0;16;11;4;0;1;0;16;0;16
Municipal - 2310258;Municipal - Paraipaba;26;0;26;21;5;0;0;5;21;11;15
Municipal - 5107909;Municipal - Sinop;39;0;39;39;0;0;0;24;15;38;1
Municipal - 2310803;Municipal - Pereiro;17;0;17;10;7;0;0;2;15;4;13
Municipal - 2310902;Municipal - Piquet Carneiro;11;0;11;8;3;0;0;0;11;6;5
Municipal - 3557006;Municipal - Votorantim;56;0;56;56;0;0;0;5;51;23;33
Municipal - 2311306;Municipal - Quixadá;58;0;58;28;28;0;2;0;58;10;48
Municipal - 4125209;Municipal - São Jorge d'Oeste;8;0;8;5;3;0;0;0;8;1;7
Municipal - 2311959;Municipal - Salitre;25;0;25;7;18;0;0;0;25;1;24
Municipal - 2312205;Municipal - Santa Quitéria;39;0;39;13;17;5;4;0;39;6;33
Municipal - 4209151;Municipal - José Boiteux;8;0;8;2;6;0;0;0;8;2;6
Municipal - 2601904;Municipal - Bezerros;34;0;34;21;13;0;0;1;33;14;20
Municipal - 3166808;Municipal - Serra do Salitre;9;0;9;6;2;0;1;0;9;2;7
Municipal - 2313609;Municipal - Ubajara;31;0;31;15;16;0;0;0;31;0;31
Municipal - 2313955;Municipal - Varjota;22;0;22;14;8;0;0;2;20;4;18
Municipal - 3147402;Municipal - Paraopeba;7;0;7;5;2;0;0;0;7;1;6
Municipal - 1500909;Municipal - Augusto Corrêa;75;1;74;23;48;2;2;2;73;9;66
Municipal - 5007901;Municipal - Sidrolândia;24;0;24;19;5;0;0;0;24;10;14
Municipal - 1707702;Municipal - Filadélfia;10;0;10;1;0;9;0;0;10;0;10
Municipal - 5213103;Municipal - Mineiros;32;0;32;24;4;4;0;13;19;23;9
Municipal - 4105508;Municipal - Cianorte;28;0;28;28;0;0;0;4;24;10;18
Municipal - 3200102;Municipal - Afonso Cláudio;35;0;35;12;23;0;0;0;35;6;29
Municipal - 3152501;Municipal - Pouso Alegre;34;0;34;34;0;0;0;5;29;22;12
Municipal - 3200409;Municipal - Anchieta;37;0;37;27;10;0;0;14;23;19;18
Municipal - 3200706;Municipal - Atílio Vivácqua;13;0;13;7;6;0;0;0;13;1;12
Municipal - 1501253;Municipal - Bannach;7;1;6;2;0;5;0;0;7;1;6
Municipal - 2803906;Municipal - Malhador;11;0;11;7;4;0;0;0;11;4;7
Municipal - 3201209;Municipal - Cachoeiro de Itapemirim;81;0;81;77;4;0;0;23;58;72;9
Municipal - 4208302;Municipal - Itapema;27;0;27;27;0;0;0;4;23;18;9
Municipal - 4100301;Municipal - Agudos do Sul;5;0;5;3;2;0;0;0;5;1;4
Municipal - 3202553;Municipal - Ibitirama;10;0;10;6;4;0;0;0;10;1;9
Municipal - 5005251;Municipal - Laguna Carapã;5;0;5;3;1;1;0;0;5;3;2
Municipal - 3106705;Municipal - Betim;97;0;97;91;6;0;0;24;73;68;29
Municipal - 4321436;Municipal - Terra de Areia;6;0;6;4;2;0;0;2;4;4;2
Municipal - 2400208;Municipal - Açu;30;0;30;13;17;0;0;1;29;7;23
Municipal - 3204906;Municipal - São Mateus;107;0;107;64;43;0;0;18;89;84;23
Municipal - 2608750;Municipal - Lagoa Grande;16;0;16;7;7;2;0;0;16;4;12
Municipal - 2210003;Municipal - São João do Piauí;9;0;9;5;2;2;0;0;9;0;9
Municipal - 3525003;Municipal - Jandira;38;0;38;38;0;0;0;0;38;12;26
Municipal - 2807600;Municipal - Umbaúba;20;0;20;15;5;0;0;2;18;11;9
Municipal - 4306809;Municipal - Encantado;16;0;16;13;3;0;0;0;16;0;16
Municipal - 3113206;Municipal - Carandaí;12;0;12;11;1;0;0;5;7;8;4
Municipal - 3547908;Municipal - Santo Antônio da Alegria;6;0;6;6;0;0;0;0;6;1;5
Municipal - 5203559;Municipal - Bonfinópolis;5;0;5;5;0;0;0;1;4;3;2
Municipal - 5204409;Municipal - Caiapônia;9;0;9;8;0;1;0;0;9;4;5
Municipal - 5204557;Municipal - Caldazinha;2;0;2;2;0;0;0;0;2;1;1
Municipal - 5204904;Municipal - Campos Belos;11;0;11;9;2;0;0;0;11;3;8
Municipal - 3127602;Municipal - Gouveia;6;0;6;4;2;0;0;0;6;2;4
Municipal - 5205471;Municipal - Chapadão do Céu;5;0;5;5;0;0;0;0;5;0;5
Municipal - 5205521;Municipal - Colinas do Sul;3;0;3;2;1;0;0;0;3;1;2
Municipal - 5208608;Municipal - Goianésia;32;0;32;31;1;0;0;10;22;21;11
Municipal - 5103502;Municipal - Diamantino;13;0;13;9;3;1;0;0;13;5;8
Municipal - 2102374;Municipal - Cachoeira Grande;26;0;26;5;19;2;0;0;26;0;26
Municipal - 2802304;Municipal - Frei Paulo;11;0;11;7;4;0;0;0;11;2;9
Municipal - 1506138;Municipal - Redenção;38;0;38;33;4;1;0;6;32;32;6
Municipal - 2104099;Municipal - Formosa da Serra Negra;24;0;24;11;5;8;0;1;23;12;12
Municipal - 5212055;Municipal - Jesúpolis;2;0;2;2;0;0;0;1;1;1;1
Municipal - 1502806;Municipal - Curralinho;41;25;16;4;14;23;0;0;41;2;39
Municipal - 3548906;Municipal - São Carlos;61;0;61;58;0;0;3;12;49;28;33
Municipal - 5217401;Municipal - Pires do Rio;10;0;10;10;0;0;0;6;4;9;1
Municipal - 5107701;Municipal - Rosário Oeste;8;0;8;6;1;1;0;1;7;6;2
Municipal - 1503002;Municipal - Faro;19;12;7;8;6;5;0;2;17;3;16
Municipal - 1503044;Municipal - Floresta do Araguaia;23;0;23;8;0;15;0;2;21;8;15
Municipal - 3128907;Municipal - Guimarânia;5;0;5;3;2;0;0;0;5;0;5
Municipal - 1503093;Municipal - Goianésia do Pará;45;0;45;16;8;21;0;0;45;12;33
Municipal - 2612455;Municipal - Santa Cruz;13;0;13;7;3;3;0;1;12;7;6
Municipal - 1503309;Municipal - Igarapé-Miri;103;4;99;16;69;18;0;2;101;13;90
Municipal - 2100436;Municipal - Alto Alegre do Maranhão;29;0;29;13;16;0;0;0;29;1;28
Municipal - 2100477;Municipal - Alto Alegre do Pindaré;55;1;54;22;10;23;0;12;43;31;24
Municipal - 4111258;Municipal - Itaperuçu;11;0;11;8;3;0;0;0;11;1;10
Municipal - 2110658;Municipal - São Domingos do Azeitão;11;0;11;6;5;0;0;0;11;0;11
Municipal - 2101301;Municipal - Bacuri;29;0;29;13;16;0;0;2;27;8;21
Municipal - 4103453;Municipal - Cafelândia;7;0;7;7;0;0;0;0;7;0;7
Municipal - 3140506;Municipal - Martinho Campos;9;0;9;8;1;0;0;2;7;5;4
Municipal - 5106828;Municipal - Porto Esperidião;6;0;6;2;1;3;0;0;6;1;5
Municipal - 2101509;Municipal - Barão de Grajaú;27;0;27;19;0;8;0;0;27;6;21
Municipal - 5000203;Municipal - Água Clara;8;0;8;8;0;0;0;0;8;0;8
Municipal - 5108907;Municipal - Nova Maringá;4;0;4;4;0;0;0;0;4;3;1
Municipal - 1504455;Municipal - Medicilândia;36;0;36;8;20;8;0;0;36;6;30
Municipal - 2101905;Municipal - Bequimão;24;0;24;3;21;0;0;1;23;2;22
Municipal - 2102101;Municipal - Brejo;64;1;63;26;38;0;0;3;61;13;51
Municipal - 3149903;Municipal - Perdões;8;0;8;7;1;0;0;4;4;4;4
Municipal - 4206900;Municipal - Ibirama;12;0;12;10;2;0;0;1;11;6;6
Municipal - 3101003;Municipal - Águas Vermelhas;14;0;14;4;8;0;2;0;14;0;14
Municipal - 2102358;Municipal - Buritirana;25;0;25;5;18;2;0;0;25;5;20
Municipal - 2210508;Municipal - São Pedro do Piauí;9;0;9;5;3;1;0;1;8;3;6
Municipal - 2611903;Municipal - Rio Formoso;21;0;21;5;16;0;0;0;21;0;21
Municipal - 1503903;Municipal - Juruti;117;61;56;17;20;80;0;2;115;22;95
Municipal - 2102754;Municipal - Capinzal do Norte;23;0;23;7;15;1;0;1;22;2;21
Municipal - 2103109;Municipal - Cedral;14;0;14;8;3;3;0;2;12;8;6
Municipal - 1506500;Municipal - Santa Izabel do Pará;50;0;50;22;27;0;1;1;49;5;45
Municipal - 2613008;Municipal - São Bento do Una;25;0;25;23;2;0;0;2;23;22;3
Municipal - 1508126;Municipal - Ulianópolis;34;0;34;22;3;9;0;4;30;17;17
Municipal - 3114006;Municipal - Carmo da Mata;5;0;5;3;2;0;0;0;5;1;4
Municipal - 3104106;Municipal - Arceburgo;3;0;3;3;0;0;0;0;3;1;2
Municipal - 2103604;Municipal - Coroatá;69;0;69;38;31;0;0;10;59;24;45
Municipal - 4201505;Municipal - Armazém;10;0;10;3;7;0;0;1;9;1;9
Municipal - 4304408;Municipal - Canela;23;0;23;21;2;0;0;0;23;0;23
Municipal - 2104057;Municipal - Estreito;31;0;31;21;2;8;0;6;25;22;9
Municipal - 2403004;Municipal - Cruzeta;3;0;3;3;0;0;0;0;3;0;3
Municipal - 2104503;Municipal - Governador Archer;24;0;24;12;12;0;0;1;23;4;20
Municipal - 4122404;Municipal - Rolândia;21;0;21;21;0;0;0;3;18;5;16
Municipal - 2104628;Municipal - Governador Luiz Rocha;13;0;13;5;8;0;0;0;13;0;13
Municipal - 3117306;Municipal - Conceição das Alagoas;10;0;10;10;0;0;0;3;7;5;5
Municipal - 2607653;Municipal - Itambé;18;0;18;8;9;0;1;1;17;5;13
Municipal - 2105005;Municipal - Humberto de Campos;78;1;77;15;37;26;0;0;78;1;77
Municipal - 3122306;Municipal - Divinópolis;51;0;51;48;3;0;0;14;37;45;6
Municipal - 2412559;Municipal - São Miguel do Gostoso;17;0;17;6;11;0;0;0;17;2;15
Municipal - 3151404;Municipal - Pitangui;11;0;11;3;8;0;0;0;11;1;10
Municipal - 3304128;Municipal - Quatis;12;0;12;9;2;0;1;2;10;8;4
Municipal - 2105203;Municipal - Igarapé Grande;20;0;20;9;11;0;0;0;20;0;20
Municipal - 2500700;Municipal - São João do Rio do Peixe;13;0;13;8;5;0;0;1;12;5;8
Municipal - 4213708;Municipal - Pouso Redondo;12;0;12;6;6;0;0;0;12;0;12
Municipal - 2105427;Municipal - Itinga do Maranhão;37;0;37;15;2;20;0;0;37;7;30
Municipal - 3515707;Municipal - Ferraz de Vasconcelos;48;0;48;45;0;0;3;17;31;43;5
Municipal - 2105658;Municipal - Junco do Maranhão;11;0;11;5;6;0;0;0;11;0;11
Municipal - 2504009;Municipal - Campina Grande;149;0;149;139;10;0;0;30;119;74;75
Municipal - 3137403;Municipal - Lagoa Dourada;11;0;11;3;8;0;0;1;10;1;10
Municipal - 2105948;Municipal - Lago dos Rodrigues;22;0;22;8;14;0;0;5;17;8;14
Municipal - 2105906;Municipal - Lago Verde;35;0;35;6;25;4;0;1;34;4;31
Municipal - 5202155;Municipal - Araguapaz;6;0;6;4;1;1;0;0;6;1;5
Municipal - 2106102;Municipal - Loreto;20;0;20;10;10;0;0;1;19;9;11
Municipal - 4306932;Municipal - Entre-Ijuís;5;0;5;1;3;1;0;0;5;0;5
Municipal - 2500601;Municipal - Alhandra;20;0;20;16;4;0;0;1;19;1;19
Municipal - 2106409;Municipal - Mata Roma;25;0;25;14;11;0;0;3;22;15;10
Municipal - 3113404;Municipal - Caratinga;45;0;45;37;7;0;1;5;40;29;16
Municipal - 5005806;Municipal - Nioaque;8;0;8;3;3;2;0;1;7;3;5
Municipal - 2414605;Municipal - Upanema;9;0;9;8;1;0;0;0;9;2;7
Municipal - 2613107;Municipal - São Caitano;34;0;34;10;24;0;0;0;34;0;34
Municipal - 1507607;Municipal - São Miguel do Guamá;77;0;77;25;51;0;1;1;76;18;59
Municipal - 5103007;Municipal - Chapada dos Guimarães;15;0;15;11;1;2;1;3;12;10;5
Municipal - 2107209;Municipal - Nina Rodrigues;35;0;35;2;32;1;0;0;35;0;35
Municipal - 2107258;Municipal - Nova Colinas;6;0;6;3;2;1;0;0;6;2;4
Municipal - 1504950;Municipal - Nova Esperança do Piriá;46;15;31;10;29;7;0;3;43;10;36
Municipal - 3300951;Municipal - Comendador Levy Gasparian;7;0;7;7;0;0;0;2;5;4;3
Municipal - 1505031;Municipal - Novo Progresso;26;0;26;19;3;4;0;1;25;25;1
Municipal - 4117909;Municipal - Palotina;15;0;15;15;0;0;0;9;6;13;2
Municipal - 2404408;Municipal - Grossos;8;0;8;4;4;0;0;1;7;3;5
Municipal - 2108108;Municipal - Paulo Ramos;39;0;39;14;19;6;0;0;39;0;39
