"uf","municipios","esfera","status"
PE,Serrita,Municipal,Não iniciado
PE,Sertânia,Municipal,Não iniciado
PE,Sirinhaém,Municipal,Não iniciado
PE,Solidão,Municipal,Não iniciado
PE,Surubim,Municipal,Não iniciado
PE,Tabira,Municipal,Não iniciado
PE,Tacaimbó,Municipal,Não iniciado
PE,Tacaratu,Municipal,Não iniciado
PE,Tamandaré,Municipal,Não iniciado
PE,Taquaritinga do Norte,Municipal,Não iniciado
PE,Terezinha,Municipal,Não iniciado
PE,Terra Nova,Municipal,Não iniciado
PE,Timbaúba,Municipal,Não iniciado
PE,Toritama,Municipal,Não iniciado
PE,Tracunhaém,Municipal,Não iniciado
PE,Trindade,Municipal,Não iniciado
PE,Triunfo,Municipal,Não iniciado
PE,Tupanatinga,Municipal,Não iniciado
PE,Tuparetama,Municipal,Não iniciado
PE,Venturosa,Municipal,Não iniciado
PE,Verdejante,Municipal,Não iniciado
PE,Vertente do Lério,Municipal,Não iniciado
PE,Vertentes,Municipal,Não iniciado
PE,Vicência,Municipal,Não iniciado
PE,Vitória de Santo Antão,Municipal,Não iniciado
PE,Xexéu,Municipal,Não iniciado
PI,-,Estatual,Não iniciado
PI,Acauã,Municipal,Não iniciado
PI,Agricolândia,Municipal,Não iniciado
PI,Água Branca,Municipal,Não iniciado
PI,Alagoinha do Piauí,Municipal,Não iniciado
PI,Alegrete do Piauí,Municipal,Não iniciado
PI,Alto Longá,Municipal,Não iniciado
PI,Altos,Municipal,Não iniciado
PI,Alvorada do Gurguéia,Municipal,Não iniciado
PI,Amarante,Municipal,Não iniciado
PI,Angical do Piauí,Municipal,Não iniciado
PI,Anísio de Abreu,Municipal,Não iniciado
PI,Antônio Almeida,Municipal,Não iniciado
PI,Aroazes,Municipal,Não iniciado
PI,Aroeiras do Itaim,Municipal,Não iniciado
PI,Arraial,Municipal,Não iniciado
PI,Assunção do Piauí,Municipal,Não iniciado
PI,Avelino Lopes,Municipal,Não iniciado
PI,Baixa Grande do Ribeiro,Municipal,Não iniciado
PI,Barra D'Alcântara,Municipal,Não iniciado
PI,Barras,Municipal,Não iniciado
PI,Barreiras do Piauí,Municipal,Não iniciado
PI,Barro Duro,Municipal,Não iniciado
PI,Batalha,Municipal,Não iniciado
PI,Bela Vista do Piauí,Municipal,Não iniciado
PI,Belém do Piauí,Municipal,Não iniciado
PI,Beneditinos,Municipal,Não iniciado
PI,Bertolínia,Municipal,Não iniciado
PI,Betânia do Piauí,Municipal,Não iniciado
PI,Boa Hora,Municipal,Não iniciado
PI,Bocaina,Municipal,Não iniciado
PI,Bom Jesus,Municipal,Não iniciado
PI,Bom Princípio do Piauí,Municipal,Não iniciado
PI,Bonfim do Piauí,Municipal,Não iniciado
PI,Boqueirão do Piauí,Municipal,Não iniciado
PI,Brasileira,Municipal,Não iniciado
PI,Brejo do Piauí,Municipal,Não iniciado
PI,Buriti dos Lopes,Municipal,Não iniciado
PI,Buriti dos Montes,Municipal,Não iniciado
PI,Cabeceiras do Piauí,Municipal,Não iniciado
PI,Cajazeiras do Piauí,Municipal,Não iniciado
PI,Cajueiro da Praia,Municipal,Não iniciado
PI,Caldeirão Grande do Piauí,Municipal,Não iniciado
PI,Campinas do Piauí,Municipal,Não iniciado
PI,Campo Alegre do Fidalgo,Municipal,Não iniciado
PI,Campo Grande do Piauí,Municipal,Não iniciado
PI,Campo Largo do Piauí,Municipal,Não iniciado
PI,Campo Maior,Municipal,Não iniciado
PI,Canavieira,Municipal,Não iniciado
PI,Canto do Buriti,Municipal,Não iniciado
PI,Capitão de Campos,Municipal,Não iniciado
PI,Capitão Gervásio Oliveira,Municipal,Não iniciado
PI,Caracol,Municipal,Não iniciado
PI,Caraúbas do Piauí,Municipal,Não iniciado
PI,Caridade do Piauí,Municipal,Não iniciado
PI,Castelo do Piauí,Municipal,Não iniciado
PI,Caxingó,Municipal,Não iniciado
PI,Cocal,Municipal,Não iniciado
PI,Cocal de Telha,Municipal,Não iniciado
PI,Cocal dos Alves,Municipal,Não iniciado
PI,Coivaras,Municipal,Não iniciado
PI,Colônia do Gurguéia,Municipal,Não iniciado
PI,Colônia do Piauí,Municipal,Não iniciado
PI,Conceição do Canindé,Municipal,Não iniciado
PI,Coronel José Dias,Municipal,Não iniciado
PI,Corrente,Municipal,Não iniciado
PI,Cristalândia do Piauí,Municipal,Não iniciado
PI,Cristino Castro,Municipal,Não iniciado
PI,Curimatá,Municipal,Não iniciado
PI,Currais,Municipal,Não iniciado
PI,Curralinhos,Municipal,Não iniciado
PI,Curral Novo do Piauí,Municipal,Não iniciado
PI,Demerval Lobão,Municipal,Não iniciado
PI,Dirceu Arcoverde,Municipal,Não iniciado
PI,Dom Expedito Lopes,Municipal,Não iniciado
PI,Domingos Mourão,Municipal,Em análise pelo MEC
PI,Dom Inocêncio,Municipal,Não iniciado
PI,Elesbão Veloso,Municipal,Não iniciado
PI,Eliseu Martins,Municipal,Não iniciado
PI,Esperantina,Municipal,Não iniciado
PI,Fartura do Piauí,Municipal,Não iniciado
PI,Flores do Piauí,Municipal,Não iniciado
PI,Floresta do Piauí,Municipal,Não iniciado
PI,Floriano,Municipal,Não iniciado
PI,Francinópolis,Municipal,Não iniciado
PI,Francisco Ayres,Municipal,Não iniciado
PI,Francisco Macedo,Municipal,Não iniciado
PI,Francisco Santos,Municipal,Não iniciado
PI,Fronteiras,Municipal,Não iniciado
PI,Geminiano,Municipal,Não iniciado
PI,Gilbués,Municipal,Não iniciado
PI,Guadalupe,Municipal,Não iniciado
PI,Guaribas,Municipal,Não iniciado
PI,Hugo Napoleão,Municipal,Não iniciado
PI,Ilha Grande,Municipal,Não iniciado
PI,Inhuma,Municipal,Não iniciado
PI,Ipiranga do Piauí,Municipal,Não iniciado
PI,Isaías Coelho,Municipal,Não iniciado
PI,Itainópolis,Municipal,Não iniciado
PI,Itaueira,Municipal,Não iniciado
PI,Jacobina do Piauí,Municipal,Não iniciado
PI,Jaicós,Municipal,Não iniciado
PI,Jardim do Mulato,Municipal,Não iniciado
PI,Jatobá do Piauí,Municipal,Não iniciado
PI,Jerumenha,Municipal,Não iniciado
PI,João Costa,Municipal,Não iniciado
PI,Joaquim Pires,Municipal,Não iniciado
PI,Joca Marques,Municipal,Não iniciado
PI,José de Freitas,Municipal,Não iniciado
PI,Juazeiro do Piauí,Municipal,Não iniciado
PI,Júlio Borges,Municipal,Não iniciado
PI,Jurema,Municipal,Não iniciado
PI,Lagoa Alegre,Municipal,Não iniciado
PI,Lagoa de São Francisco,Municipal,Não iniciado
PI,Lagoa do Barro do Piauí,Municipal,Não iniciado
PI,Lagoa do Piauí,Municipal,Não iniciado
PI,Lagoa do Sítio,Municipal,Não iniciado
PI,Lagoinha do Piauí,Municipal,Não iniciado
PI,Landri Sales,Municipal,Não iniciado
PI,Luís Correia,Municipal,Não iniciado
PI,Luzilândia,Municipal,Não iniciado
PI,Madeiro,Municipal,Não iniciado
PI,Manoel Emídio,Municipal,Não iniciado
PI,Marcolândia,Municipal,Não iniciado
PI,Marcos Parente,Municipal,Não iniciado
PI,Massapê do Piauí,Municipal,Não iniciado
PI,Matias Olímpio,Municipal,Não iniciado
PI,Miguel Alves,Municipal,Não iniciado
PI,Miguel Leão,Municipal,Não iniciado
PI,Milton Brandão,Municipal,Não iniciado
PI,Monsenhor Gil,Municipal,Não iniciado
PI,Monsenhor Hipólito,Municipal,Não iniciado
PI,Monte Alegre do Piauí,Municipal,Não iniciado
PI,Morro Cabeça no Tempo,Municipal,Não iniciado
PI,Morro do Chapéu do Piauí,Municipal,Não iniciado
PI,Murici dos Portelas,Municipal,Não iniciado
PI,Nazaré do Piauí,Municipal,Não iniciado
PI,Nazária,Municipal,Não iniciado
PI,Nossa Senhora de Nazaré,Municipal,Não iniciado
PI,Nossa Senhora dos Remédios,Municipal,Não iniciado
PI,Nova Santa Rita,Municipal,Não iniciado
PI,Novo Oriente do Piauí,Municipal,Não iniciado
PI,Novo Santo Antônio,Municipal,Não iniciado
PI,Oeiras,Municipal,Não iniciado
PI,Olho D'Água do Piauí,Municipal,Não iniciado
PI,Padre Marcos,Municipal,Não iniciado
PI,Paes Landim,Municipal,Não iniciado
PI,Pajeú do Piauí,Municipal,Não iniciado
PI,Palmeira do Piauí,Municipal,Não iniciado
PI,Palmeirais,Municipal,Não iniciado
PI,Paquetá,Municipal,Não iniciado
PI,Parnaguá,Municipal,Não iniciado
PI,Parnaíba,Municipal,Não iniciado
PI,Passagem Franca do Piauí,Municipal,Não iniciado
PI,Patos do Piauí,Municipal,Não iniciado
PI,Pau D'Arco do Piauí,Municipal,Não iniciado
PI,Paulistana,Municipal,Não iniciado
PI,Pavussu,Municipal,Não iniciado
PI,Pedro II,Municipal,Não iniciado
PI,Pedro Laurentino,Municipal,Não iniciado
PI,Picos,Municipal,Não iniciado
PI,Pimenteiras,Municipal,Não iniciado
PI,Pio IX,Municipal,Não iniciado
PI,Piracuruca,Municipal,Não iniciado
PI,Piripiri,Municipal,Não iniciado
PI,Porto,Municipal,Não iniciado
PI,Porto Alegre do Piauí,Municipal,Não iniciado
PI,Prata do Piauí,Municipal,Não iniciado
PI,Queimada Nova,Municipal,Não iniciado
PI,Redenção do Gurguéia,Municipal,Não iniciado
PI,Regeneração,Municipal,Não iniciado
PI,Riacho Frio,Municipal,Não iniciado
PI,Ribeira do Piauí,Municipal,Não iniciado
PI,Ribeiro Gonçalves,Municipal,Não iniciado
PI,Rio Grande do Piauí,Municipal,Não iniciado
PI,Santa Cruz do Piauí,Municipal,Não iniciado
PI,Santa Cruz dos Milagres,Municipal,Não iniciado
PI,Santa Filomena,Municipal,Não iniciado
PI,Santa Luz,Municipal,Não iniciado
PI,Santana do Piauí,Municipal,Não iniciado
PI,Santa Rosa do Piauí,Municipal,Não iniciado
PI,Santo Antônio de Lisboa,Municipal,Não iniciado
PI,Santo Antônio dos Milagres,Municipal,Não iniciado
PI,Santo Inácio do Piauí,Municipal,Não iniciado
PI,São Braz do Piauí,Municipal,Não iniciado
PI,São Félix do Piauí,Municipal,Não iniciado
PI,São Francisco de Assis do Piauí,Municipal,Não iniciado
PI,São Francisco do Piauí,Municipal,Não iniciado
PI,São Gonçalo do Gurguéia,Municipal,Não iniciado
PI,São Gonçalo do Piauí,Municipal,Não iniciado
PI,São João da Canabrava,Municipal,Não iniciado
PI,São João da Fronteira,Municipal,Não iniciado
PI,São João da Serra,Municipal,Não iniciado
PI,São João da Varjota,Municipal,Não iniciado
PI,São João do Arraial,Municipal,Não iniciado
PI,São João do Piauí,Municipal,Não iniciado
PI,São José do Divino,Municipal,Não iniciado
PI,São José do Peixe,Municipal,Não iniciado
PI,São José do Piauí,Municipal,Não iniciado
PI,São Julião,Municipal,Não iniciado
PI,São Lourenço do Piauí,Municipal,Não iniciado
PI,São Luis do Piauí,Municipal,Não iniciado
PI,São Miguel da Baixa Grande,Municipal,Não iniciado
PI,São Miguel do Fidalgo,Municipal,Não iniciado
PI,São Miguel do Tapuio,Municipal,Em análise pelo MEC
PI,São Pedro do Piauí,Municipal,Não iniciado
PI,São Raimundo Nonato,Municipal,Não iniciado
PI,Sebastião Barros,Municipal,Não iniciado
PI,Sebastião Leal,Municipal,Não iniciado
PI,Sigefredo Pacheco,Municipal,Não iniciado
PI,Simões,Municipal,Não iniciado
PI,Simplício Mendes,Municipal,Não iniciado
PI,Socorro do Piauí,Municipal,Não iniciado
PI,Sussuapara,Municipal,Não iniciado
PI,Tamboril do Piauí,Municipal,Não iniciado
PI,Tanque do Piauí,Municipal,Não iniciado
PI,Teresina,Municipal,Não iniciado
PI,União,Municipal,Não iniciado
PI,Uruçuí,Municipal,Não iniciado
PI,Valença do Piauí,Municipal,Não iniciado
PI,Várzea Branca,Municipal,Não iniciado
PI,Várzea Grande,Municipal,Não iniciado
PI,Vera Mendes,Municipal,Não iniciado
PI,Vila Nova do Piauí,Municipal,Não iniciado
PI,Wall Ferraz,Municipal,Não iniciado
PR,-,Estatual,Não iniciado
PR,Abatiá,Municipal,Não iniciado
PR,Adrianópolis,Municipal,Não iniciado
PR,Agudos do Sul,Municipal,Não iniciado
PR,Almirante Tamandaré,Municipal,Não iniciado
PR,Altamira do Paraná,Municipal,Não iniciado
PR,Altônia,Municipal,Não iniciado
PR,Alto Paraíso,Municipal,Não iniciado
PR,Alto Paraná,Municipal,Não iniciado
PR,Alto Piquiri,Municipal,Não iniciado
PR,Alvorada do Sul,Municipal,Não iniciado
PR,Amaporã,Municipal,Não iniciado
PR,Ampére,Municipal,Não iniciado
PR,Anahy,Municipal,Não iniciado
PR,Andirá,Municipal,Não iniciado
PR,Ângulo,Municipal,Não iniciado
PR,Antonina,Municipal,Não iniciado
PR,Antônio Olinto,Municipal,Não iniciado
PR,Apucarana,Municipal,Não iniciado
PR,Arapongas,Municipal,Não iniciado
PR,Arapoti,Municipal,Não iniciado
PR,Arapuã,Municipal,Não iniciado
PR,Araruna,Municipal,Não iniciado
PR,Araucária,Municipal,Não iniciado
PR,Ariranha do Ivaí,Municipal,Não iniciado
PR,Assaí,Municipal,Não iniciado
PR,Assis Chateaubriand,Municipal,Não iniciado
PR,Astorga,Municipal,Não iniciado
PR,Atalaia,Municipal,Não iniciado
PR,Balsa Nova,Municipal,Não iniciado
PR,Bandeirantes,Municipal,Não iniciado
PR,Barbosa Ferraz,Municipal,Não iniciado
PR,Barracão,Municipal,Não iniciado
PR,Barra do Jacaré,Municipal,Não iniciado
PR,Bela Vista da Caroba,Municipal,Não iniciado
PR,Bela Vista do Paraíso,Municipal,Não iniciado
PR,Bituruna,Municipal,Não iniciado
PR,Boa Esperança,Municipal,Não iniciado
PR,Boa Esperança do Iguaçu,Municipal,Não iniciado
PR,Boa Ventura de São Roque,Municipal,Não iniciado
PR,Boa Vista da Aparecida,Municipal,Não iniciado
PR,Bocaiúva do Sul,Municipal,Não iniciado
PR,Bom Jesus do Sul,Municipal,Não iniciado
PR,Bom Sucesso,Municipal,Não iniciado
PR,Bom Sucesso do Sul,Municipal,Não iniciado
PR,Borrazópolis,Municipal,Não iniciado
PR,Braganey,Municipal,Não iniciado
PR,Brasilândia do Sul,Municipal,Não iniciado
PR,Cafeara,Municipal,Não iniciado
PR,Cafelândia,Municipal,Não iniciado
PR,Cafezal do Sul,Municipal,Não iniciado
PR,Califórnia,Municipal,Não iniciado
PR,Cambará,Municipal,Não iniciado
PR,Cambé,Municipal,Não iniciado
PR,Cambira,Municipal,Não iniciado
PR,Campina da Lagoa,Municipal,Não iniciado
PR,Campina do Simão,Municipal,Não iniciado
PR,Campina Grande do Sul,Municipal,Não iniciado
PR,Campo Bonito,Municipal,Não iniciado
PR,Campo do Tenente,Municipal,Não iniciado
PR,Campo Largo,Municipal,Não iniciado
PR,Campo Magro,Municipal,Não iniciado
PR,Campo Mourão,Municipal,Não iniciado
PR,Cândido de Abreu,Municipal,Não iniciado
PR,Candói,Municipal,Não iniciado
PR,Cantagalo,Municipal,Não iniciado
PR,Capanema,Municipal,Não iniciado
PR,Capitão Leônidas Marques,Municipal,Não iniciado
PR,Carambeí,Municipal,Não iniciado
PR,Carlópolis,Municipal,Não iniciado
PR,Cascavel,Municipal,Não iniciado
PR,Castro,Municipal,Não iniciado
PR,Catanduvas,Municipal,Não iniciado
PR,Centenário do Sul,Municipal,Não iniciado
PR,Cerro Azul,Municipal,Não iniciado
PR,Céu Azul,Municipal,Não iniciado
PR,Chopinzinho,Municipal,Não iniciado
PR,Cianorte,Municipal,Não iniciado
PR,Cidade Gaúcha,Municipal,Não iniciado
PR,Clevelândia,Municipal,Não iniciado
PR,Colombo,Municipal,Não iniciado
PR,Colorado,Municipal,Não iniciado
PR,Congonhinhas,Municipal,Não iniciado
PR,Conselheiro Mairinck,Municipal,Não iniciado
PR,Contenda,Municipal,Não iniciado
PR,Corbélia,Municipal,Não iniciado
PR,Cornélio Procópio,Municipal,Não iniciado
PR,Coronel Domingos Soares,Municipal,Não iniciado
PR,Coronel Vivida,Municipal,Não iniciado
PR,Corumbataí do Sul,Municipal,Não iniciado
PR,Cruzeiro do Iguaçu,Municipal,Não iniciado
PR,Cruzeiro do Oeste,Municipal,Não iniciado
PR,Cruzeiro do Sul,Municipal,Não iniciado
PR,Cruz Machado,Municipal,Não iniciado
PR,Cruzmaltina,Municipal,Não iniciado
PR,Curitiba,Municipal,Não iniciado
PR,Curiúva,Municipal,Não iniciado
PR,Diamante D'Oeste,Municipal,Não iniciado
PR,Diamante do Norte,Municipal,Não iniciado
PR,Diamante do Sul,Municipal,Não iniciado
PR,Dois Vizinhos,Municipal,Não iniciado
PR,Douradina,Municipal,Não iniciado
PR,Doutor Camargo,Municipal,Não iniciado
PR,Doutor Ulysses,Municipal,Não iniciado
PR,Enéas Marques,Municipal,Não iniciado
PR,Engenheiro Beltrão,Municipal,Não iniciado
PR,Entre Rios do Oeste,Municipal,Não iniciado
PR,Esperança Nova,Municipal,Não iniciado
PR,Espigão Alto do Iguaçu,Municipal,Não iniciado
PR,Farol,Municipal,Não iniciado
PR,Faxinal,Municipal,Não iniciado
PR,Fazenda Rio Grande,Municipal,Não iniciado
PR,Fênix,Municipal,Não iniciado
PR,Fernandes Pinheiro,Municipal,Não iniciado
PR,Figueira,Municipal,Não iniciado
PR,Floraí,Municipal,Não iniciado
PR,Flor da Serra do Sul,Municipal,Não iniciado
PR,Floresta,Municipal,Não iniciado
PR,Florestópolis,Municipal,Não iniciado
PR,Flórida,Municipal,Não iniciado
PR,Formosa do Oeste,Municipal,Não iniciado
PR,Foz do Iguaçu,Municipal,Não iniciado
PR,Foz do Jordão,Municipal,Não iniciado
PR,Francisco Alves,Municipal,Não iniciado
PR,Francisco Beltrão,Municipal,Não iniciado
PR,General Carneiro,Municipal,Não iniciado
PR,Godoy Moreira,Municipal,Não iniciado
PR,Goioerê,Municipal,Não iniciado
PR,Goioxim,Municipal,Não iniciado
PR,Grandes Rios,Municipal,Não iniciado
PR,Guaíra,Municipal,Não iniciado
PR,Guairaçá,Municipal,Não iniciado
PR,Guamiranga,Municipal,Não iniciado
PR,Guapirama,Municipal,Não iniciado
PR,Guaporema,Municipal,Não iniciado
PR,Guaraci,Municipal,Não iniciado
PR,Guaraniaçu,Municipal,Não iniciado
PR,Guarapuava,Municipal,Não iniciado
PR,Guaraqueçaba,Municipal,Não iniciado
PR,Guaratuba,Municipal,Não iniciado
PR,Honório Serpa,Municipal,Não iniciado
PR,Ibaiti,Municipal,Não iniciado
PR,Ibema,Municipal,Não iniciado
PR,Ibiporã,Municipal,Não iniciado
PR,Icaraíma,Municipal,Não iniciado
PR,Iguaraçu,Municipal,Não iniciado
PR,Iguatu,Municipal,Não iniciado
PR,Imbaú,Municipal,Não iniciado
PR,Imbituva,Municipal,Não iniciado
PR,Inácio Martins,Municipal,Não iniciado
PR,Inajá,Municipal,Não iniciado
PR,Indianópolis,Municipal,Não iniciado
PR,Ipiranga,Municipal,Não iniciado
PR,Iporã,Municipal,Não iniciado
PR,Iracema do Oeste,Municipal,Não iniciado
PR,Irati,Municipal,Não iniciado
PR,Iretama,Municipal,Não iniciado
PR,Itaguajé,Municipal,Não iniciado
PR,Itaipulândia,Municipal,Não iniciado
PR,Itambaracá,Municipal,Não iniciado
PR,Itambé,Municipal,Não iniciado
PR,Itapejara d'Oeste,Municipal,Não iniciado
PR,Itaperuçu,Municipal,Não iniciado
PR,Itaúna do Sul,Municipal,Não iniciado
PR,Ivaí,Municipal,Não iniciado
PR,Ivaiporã,Municipal,Não iniciado
PR,Ivaté,Municipal,Não iniciado
PR,Ivatuba,Municipal,Não iniciado
PR,Jaboti,Municipal,Não iniciado
PR,Jacarezinho,Municipal,Não iniciado
PR,Jaguapitã,Municipal,Não iniciado
PR,Jaguariaíva,Municipal,Não iniciado
PR,Jandaia do Sul,Municipal,Não iniciado
PR,Janiópolis,Municipal,Não iniciado
PR,Japira,Municipal,Não iniciado
PR,Japurá,Municipal,Não iniciado
PR,Jardim Alegre,Municipal,Não iniciado
PR,Jardim Olinda,Municipal,Não iniciado
PR,Jataizinho,Municipal,Não iniciado
PR,Jesuítas,Municipal,Não iniciado
PR,Joaquim Távora,Municipal,Não iniciado
PR,Jundiaí do Sul,Municipal,Não iniciado
PR,Juranda,Municipal,Não iniciado
PR,Jussara,Municipal,Não iniciado
PR,Kaloré,Municipal,Não iniciado
PR,Lapa,Municipal,Não iniciado
PR,Laranjal,Municipal,Não iniciado
PR,Laranjeiras do Sul,Municipal,Não iniciado
PR,Leópolis,Municipal,Não iniciado
PR,Lidianópolis,Municipal,Não iniciado
PR,Lindoeste,Municipal,Não iniciado
PR,Loanda,Municipal,Não iniciado
PR,Lobato,Municipal,Não iniciado
PR,Londrina,Municipal,Não iniciado
PR,Luiziana,Municipal,Não iniciado
PR,Lunardelli,Municipal,Não iniciado
PR,Lupionópolis,Municipal,Não iniciado
PR,Mallet,Municipal,Não iniciado
PR,Mamborê,Municipal,Não iniciado
PR,Mandaguaçu,Municipal,Não iniciado
PR,Mandaguari,Municipal,Não iniciado
PR,Mandirituba,Municipal,Não iniciado
PR,Manfrinópolis,Municipal,Não iniciado
PR,Mangueirinha,Municipal,Não iniciado
PR,Manoel Ribas,Municipal,Não iniciado
PR,Marechal Cândido Rondon,Municipal,Não iniciado
PR,Maria Helena,Municipal,Não iniciado
PR,Marialva,Municipal,Não iniciado
PR,Marilândia do Sul,Municipal,Não iniciado
PR,Marilena,Municipal,Não iniciado
PR,Mariluz,Municipal,Não iniciado
PR,Maringá,Municipal,Não iniciado
PR,Mariópolis,Municipal,Não iniciado
PR,Maripá,Municipal,Não iniciado
PR,Marmeleiro,Municipal,Não iniciado
PR,Marquinho,Municipal,Não iniciado
PR,Marumbi,Municipal,Não iniciado
PR,Matelândia,Municipal,Não iniciado
PR,Matinhos,Municipal,Não iniciado
PR,Mato Rico,Municipal,Não iniciado
PR,Mauá da Serra,Municipal,Não iniciado
PR,Medianeira,Municipal,Não iniciado
PR,Mercedes,Municipal,Não iniciado
PR,Mirador,Municipal,Não iniciado
PR,Miraselva,Municipal,Não iniciado
PR,Missal,Municipal,Não iniciado
PR,Moreira Sales,Municipal,Não iniciado
PR,Morretes,Municipal,Não iniciado
PR,Munhoz de Melo,Municipal,Não iniciado
PR,Nossa Senhora das Graças,Municipal,Não iniciado
PR,Nova Aliança do Ivaí,Municipal,Não iniciado
PR,Nova América da Colina,Municipal,Não iniciado
PR,Nova Aurora,Municipal,Não iniciado
PR,Nova Cantu,Municipal,Não iniciado
PR,Nova Esperança,Municipal,Não iniciado
PR,Nova Esperança do Sudoeste,Municipal,Não iniciado
PR,Nova Fátima,Municipal,Não iniciado
PR,Nova Laranjeiras,Municipal,Não iniciado
PR,Nova Londrina,Municipal,Não iniciado
PR,Nova Olímpia,Municipal,Não iniciado
PR,Nova Prata do Iguaçu,Municipal,Não iniciado
PR,Nova Santa Bárbara,Municipal,Não iniciado
PR,Nova Santa Rosa,Municipal,Não iniciado
PR,Nova Tebas,Municipal,Não iniciado
PR,Novo Itacolomi,Municipal,Não iniciado
PR,Ortigueira,Municipal,Não iniciado
PR,Ourizona,Municipal,Não iniciado
PR,Ouro Verde do Oeste,Municipal,Não iniciado
PR,Paiçandu,Municipal,Não iniciado
PR,Palmas,Municipal,Não iniciado
PR,Palmeira,Municipal,Não iniciado
PR,Palmital,Municipal,Não iniciado
PR,Palotina,Municipal,Não iniciado
PR,Paraíso do Norte,Municipal,Não iniciado
PR,Paranacity,Municipal,Não iniciado
PR,Paranaguá,Municipal,Não iniciado
PR,Paranapoema,Municipal,Não iniciado
PR,Paranavaí,Municipal,Não iniciado
PR,Pato Bragado,Municipal,Não iniciado
PR,Pato Branco,Municipal,Não iniciado
PR,Paula Freitas,Municipal,Não iniciado
PR,Paulo Frontin,Municipal,Não iniciado
PR,Peabiru,Municipal,Não iniciado
PR,Perobal,Municipal,Não iniciado
PR,Pérola,Municipal,Não iniciado
PR,Pérola d'Oeste,Municipal,Não iniciado
PR,Piên,Municipal,Não iniciado
PR,Pinhais,Municipal,Não iniciado
PR,Pinhalão,Municipal,Não iniciado
PR,Pinhal de São Bento,Municipal,Não iniciado
PR,Pinhão,Municipal,Não iniciado
PR,Piraí do Sul,Municipal,Não iniciado
PR,Piraquara,Municipal,Não iniciado
PR,Pitanga,Municipal,Não iniciado
PR,Pitangueiras,Municipal,Não iniciado
PR,Planaltina do Paraná,Municipal,Não iniciado
PR,Planalto,Municipal,Não iniciado
PR,Ponta Grossa,Municipal,Não iniciado
PR,Pontal do Paraná,Municipal,Não iniciado
PR,Porecatu,Municipal,Não iniciado
PR,Porto Amazonas,Municipal,Não iniciado
PR,Porto Barreiro,Municipal,Não iniciado
PR,Porto Rico,Municipal,Não iniciado
PR,Porto Vitória,Municipal,Não iniciado
PR,Prado Ferreira,Municipal,Não iniciado
PR,Pranchita,Municipal,Não iniciado
PR,Presidente Castelo Branco,Municipal,Não iniciado
PR,Primeiro de Maio,Municipal,Não iniciado
PR,Prudentópolis,Municipal,Não iniciado
PR,Quarto Centenário,Municipal,Não iniciado
PR,Quatiguá,Municipal,Não iniciado
PR,Quatro Barras,Municipal,Não iniciado
PR,Quatro Pontes,Municipal,Não iniciado
PR,Quedas do Iguaçu,Municipal,Não iniciado
PR,Querência do Norte,Municipal,Não iniciado
PR,Quinta do Sol,Municipal,Não iniciado
PR,Quitandinha,Municipal,Não iniciado
PR,Ramilândia,Municipal,Não iniciado
PR,Rancho Alegre,Municipal,Não iniciado
PR,Rancho Alegre D'Oeste,Municipal,Não iniciado
PR,Realeza,Municipal,Não iniciado
PR,Rebouças,Municipal,Não iniciado
PR,Renascença,Municipal,Não iniciado
PR,Reserva,Municipal,Não iniciado
PR,Reserva do Iguaçu,Municipal,Não iniciado
PR,Ribeirão Claro,Municipal,Não iniciado
PR,Ribeirão do Pinhal,Municipal,Não iniciado
PR,Rio Azul,Municipal,Não iniciado
PR,Rio Bom,Municipal,Não iniciado
PR,Rio Bonito do Iguaçu,Municipal,Não iniciado
PR,Rio Branco do Ivaí,Municipal,Não iniciado
PR,Rio Branco do Sul,Municipal,Não iniciado
PR,Rio Negro,Municipal,Não iniciado
PR,Rolândia,Municipal,Não iniciado
PR,Roncador,Municipal,Não iniciado
PR,Rondon,Municipal,Não iniciado
PR,Rosário do Ivaí,Municipal,Não iniciado
PR,Sabáudia,Municipal,Não iniciado
PR,Salgado Filho,Municipal,Não iniciado
PR,Salto do Itararé,Municipal,Não iniciado
PR,Salto do Lontra,Municipal,Não iniciado
PR,Santa Amélia,Municipal,Não iniciado
PR,Santa Cecília do Pavão,Municipal,Não iniciado
PR,Santa Cruz de Monte Castelo,Municipal,Não iniciado
PR,Santa Fé,Municipal,Não iniciado
PR,Santa Helena,Municipal,Não iniciado
PR,Santa Inês,Municipal,Não iniciado
PR,Santa Isabel do Ivaí,Municipal,Não iniciado
PR,Santa Izabel do Oeste,Municipal,Não iniciado
PR,Santa Lúcia,Municipal,Não iniciado
PR,Santa Maria do Oeste,Municipal,Não iniciado
PR,Santa Mariana,Municipal,Não iniciado
PR,Santa Mônica,Municipal,Não iniciado
PR,Santana do Itararé,Municipal,Não iniciado
PR,Santa Tereza do Oeste,Municipal,Não iniciado
PR,Santa Terezinha de Itaipu,Municipal,Não iniciado
PR,Santo Antônio da Platina,Municipal,Não iniciado
PR,Santo Antônio do Caiuá,Municipal,Não iniciado
PR,Santo Antônio do Paraíso,Municipal,Não iniciado
PR,Santo Antônio do Sudoeste,Municipal,Não iniciado
PR,Santo Inácio,Municipal,Não iniciado
PR,São Carlos do Ivaí,Municipal,Não iniciado
PR,São Jerônimo da Serra,Municipal,Não iniciado
PR,São João,Municipal,Não iniciado
PR,São João do Caiuá,Municipal,Não iniciado
